lang,word,count
bora1263,casaso,1
bora1263,cascaron,1
bora1263,cashapona,1
bora1263,catalanes,1
bora1263,catched,1
bora1263,caterpillar,1
bora1263,caterpiller,1
bora1263,caulk,1
bora1263,caundo,1
bora1263,causa,1
bora1263,caused,1
bora1263,causes,1
bora1263,causó,1
bora1263,cavada,1
bora1263,cavado,1
bora1263,cavando,1
bora1263,cavaron,1
bora1263,cavará,1
bora1263,cayendo,1
bora1263,cayi,1
bora1263,cayéndome,1
bora1263,cazaba,1
bora1263,cazabe,1
bora1263,cazamos,1
bora1263,cazaron,1
bora1263,cazo,1
bora1263,caídos,1
bora1263,cañonazos,1
bora1263,cañoneras,1
bora1263,cañones,1
bora1263,cebo,1
bora1263,cecropia,1
bora1263,cedama,1
bora1263,cejas,1
bora1263,centímetros,1
bora1263,cercados,1
bora1263,ceremony,1
bora1263,cerquita,1
bora1263,cerraban,1
bora1263,cerrada,1
bora1263,cerrando,1
bora1263,cerro,1
bora1263,chaa,1
bora1263,chaaa,1
bora1263,chabócororóo,1
bora1263,chapea,1
bora1263,chapeaban,1
bora1263,chapeando,1
bora1263,chapear,1
bora1263,chapeó,1
bora1263,chapo,1
bora1263,chapéame,1
bora1263,charcos,1
bora1263,chash,1
bora1263,chau,1
bora1263,cheerépájtsɨ,1
bora1263,chewing,1
bora1263,cheñeñeñeñeñeñe,1
bora1263,chicos,1
bora1263,chihtyawáyu,1
bora1263,childres,1
bora1263,chilli,1
bora1263,chiquitito,1
bora1263,chiquito,1
bora1263,chiyóó,1
bora1263,chiyóóó,1
bora1263,chocha,1
bora1263,chochochochochocho,1
bora1263,chupa,1
bora1263,chupaba,1
bora1263,chupadera,1
bora1263,chupado,1
bora1263,chupar,1
bora1263,chupo,1
bora1263,chéri,1
bora1263,chéñeñeñeñeñe,1
bora1263,chéñécoba,1
bora1263,chí,1
bora1263,científicos,1
bora1263,ciertos,1
bora1263,cigarette,1
bora1263,cigarro,1
bora1263,cinto,1
bora1263,clandestinamente,1
bora1263,claridad,1
bora1263,claro,1
bora1263,clasa,1
bora1263,clasecita,1
bora1263,clavaron,1
bora1263,clean,1
bora1263,cleaned,1
bora1263,cleaning,1
bora1263,closely,1
bora1263,closes,1
bora1263,closing,1
bora1263,cocal,1
bora1263,cochas,1
bora1263,cochita,1
bora1263,cocinaban,1
bora1263,cocinados,1
bora1263,cocinandote,1
bora1263,cocinarme,1
bora1263,cocinaré,1
bora1263,cocinas,1
bora1263,cocinándole,1
bora1263,cocinándolos,1
bora1263,cockroaches,1
bora1263,codo,1
bora1263,coges,1
bora1263,cogiendo,1
bora1263,cogieron,1
bora1263,cogollos,1
bora1263,cogían,1
bora1263,cojan,1
bora1263,cojdo,1
bora1263,cojdocodo,1
bora1263,cojáron,1
bora1263,colgado,1
bora1263,colgaron,1
bora1263,colgarse,1
bora1263,colita,1
bora1263,collar,1
bora1263,collecting,1
bora1263,colocado,1
bora1263,colocamos,1
bora1263,colocaremos,1
bora1263,coloquemos,1
bora1263,colorado,1
bora1263,columna,1
bora1263,com,1
bora1263,comas,1
bora1263,comerá,1
bora1263,comeré,1
bora1263,comfort,1
bora1263,comidas,1
bora1263,comienza,1
bora1263,comisión,1
bora1263,compartimos,1
bora1263,compañeros,1
bora1263,competencia,1
bora1263,complaining,1
bora1263,completado,1
bora1263,complete,1
bora1263,comprometió,1
bora1263,común,1
bora1263,concentraba,1
bora1263,concentrada,1
bora1263,concentrarse,1
bora1263,concluido,1
bora1263,concluye,1
bora1263,concluyó,1
bora1263,conducta,1
bora1263,confident,1
bora1263,confundieron,1
bora1263,conocedor,1
bora1263,conocerle,1
bora1263,conocian,1
bora1263,consecuencia,1
bora1263,consecuencias,1
bora1263,consigues,1
bora1263,consumes,1
bora1263,contaron,1
bora1263,contenido,1
bora1263,contestaban,1
bora1263,contestaron,1
bora1263,contiene,1
bora1263,continuaba,1
bora1263,continuaban,1
bora1263,continuamente,1
bora1263,continuar,1
bora1263,continuas,1
bora1263,continued,1
bora1263,contrario,1
bora1263,contó,1
bora1263,conveniente,1
bora1263,conversaba,1
bora1263,convertir,1
bora1263,convidar,1
bora1263,copiando,1
bora1263,coquee,1
bora1263,coquettishly,1
bora1263,coqueó,1
bora1263,corona,1
bora1263,corres,1
bora1263,corrido,1
bora1263,corrieron,1
bora1263,corrían,1
bora1263,corta,1
bora1263,cortaba,1
bora1263,cortados,1
bora1263,cortarle,1
bora1263,corte,1
bora1263,corteza,1
bora1263,cosido,1
bora1263,costar,1
bora1263,costilla,1
bora1263,costillas,1
bora1263,costumbres,1
bora1263,couldn't,1
bora1263,count,1
bora1263,country,1
bora1263,crashed,1
bora1263,crea,1
bora1263,creando,1
bora1263,crearon,1
bora1263,crearse,1
bora1263,creas,1
bora1263,create,1
bora1263,creation,1
bora1263,crece,1
bora1263,crecido,1
bora1263,crecimiento,1
bora1263,crecían,1
bora1263,creeks,1
bora1263,creen,1
bora1263,creer,1
bora1263,crezcan,1
bora1263,creí,1
bora1263,creído,1
bora1263,cries,1
bora1263,crimen,1
bora1263,crossed,1
bora1263,crossing,1
bora1263,cruzaba,1
bora1263,cruzaban,1
bora1263,cryed,1
bora1263,cuantas,1
bora1263,cuantos,1
bora1263,cuatro,1
bora1263,cubriendo,1
bora1263,cuclillas,1
bora1263,cuentan,1
bora1263,cuernos,1
bora1263,cuidas,1
bora1263,cuiden,1
bora1263,culpa,1
bora1263,cultivated,1
bora1263,cunado,1
bora1263,cunchi,1
bora1263,curaban,1
bora1263,curandero,1
bora1263,curarlo,1
bora1263,cuéntale,1
bora1263,cuéntame,1
bora1263,cuñada,1
bora1263,cájrácárá,1
bora1263,cállúrɨɨjɨ́ba,1
bora1263,cárceles,1
bora1263,círculos,1
bora1263,cómeme,1
bora1263,córóróróró,1
bora1263,cúdsɨ́ɨ́bajɨ,1
bora1263,dad's,1
bora1263,daddy's,1
bora1263,dales,1
bora1263,danzaban,1
bora1263,danzar,1
bora1263,darme,1
bora1263,darse,1
bora1263,darte,1
bora1263,daugher,1
bora1263,daughters,1
bora1263,dañina,1
bora1263,dañino,1
bora1263,death,1
bora1263,debería,1
bora1263,debiera,1
bora1263,debilitación,1
bora1263,debilitar,1
bora1263,debilitarles,1
bora1263,deboraba,1
bora1263,deboró,1
bora1263,decided,1
bora1263,decirles,1
bora1263,dedicarnos,1
bora1263,dedo,1
bora1263,defecado,1
bora1263,defecó,1
bora1263,dejaba,1
bora1263,dejamos,1
bora1263,dejan,1
bora1263,dejarles,1
bora1263,dejarlo,1
bora1263,dejen,1
bora1263,dejo,1
bora1263,dejándole,1
bora1263,delante,1
bora1263,delantera,1
bora1263,delantero,1
bora1263,delgados,1
bora1263,delicious,1
bora1263,deliver,1
bora1263,demons,1
bora1263,demorando,1
bora1263,demás,1
bora1263,derribar,1
bora1263,des,1
bora1263,desaparecen,1
bora1263,desarmo,1
bora1263,desarmándole,1
bora1263,desarrollará,1
bora1263,desataron,1
bora1263,desatará,1
bora1263,desató,1
bora1263,descansando,1
bora1263,descents,1
bora1263,deseaba,1
bora1263,deseo,1
bora1263,desgarrar,1
bora1263,desgarró,1
bora1263,desmayado,1
bora1263,desmenuzaba,1
bora1263,desmenuzados,1
bora1263,desobediencia,1
bora1263,desordenado,1
bora1263,desperdiciando,1
bora1263,despertarse,1
bora1263,despierta,1
bora1263,desposas,1
bora1263,despreciado,1
bora1263,despuntando,1
bora1263,detail,1
bora1263,detener,1
bora1263,deteriorados,1
bora1263,devil,1
bora1263,devils,1
bora1263,devour,1
bora1263,devours,1
bora1263,devuelve,1
bora1263,dia,1
bora1263,dialogando,1
bora1263,diarreha,1
bora1263,diarrhea,1
bora1263,diciéndole,1
bora1263,dientes,1
bora1263,diez,1
bora1263,different,1
bora1263,difuntos,1
bora1263,difíciles,1
bora1263,digging,1
bora1263,dijaron,1
bora1263,directo,1
bora1263,dirás,1
bora1263,disagreed,1
bora1263,disappeard,1
bora1263,diseño,1
bora1263,dishonored,1
bora1263,dispara,1
bora1263,distacne,1
bora1263,distance,1
bora1263,dividimos,1
bora1263,divisa,1
bora1263,diá,1
bora1263,dobló,1
bora1263,dohpójɨ,1
bora1263,dojooo,1
bora1263,doler,1
bora1263,doliendo,1
bora1263,dolía,1
bora1263,dominado,1
bora1263,doooj,1
bora1263,dormiré,1
bora1263,dove,1
bora1263,doy,1
bora1263,dragged,1
bora1263,dreams,1
bora1263,dried,1
bora1263,drop,1
bora1263,drum,1
bora1263,drying,1
bora1263,duelen,1
bora1263,dumm,1
bora1263,dura,1
bora1263,durante,1
bora1263,duras,1
bora1263,dyííyihye,1
bora1263,dá,1
bora1263,dándole,1
bora1263,débil,1
bora1263,déjame,1
bora1263,dóó,1
bora1263,dóóó,1
bora1263,earthen,1
bora1263,eats,1
bora1263,echada,1
bora1263,echan,1
bora1263,echarse,1
bora1263,echen,1
bora1263,eddies,1
bora1263,edge,1
bora1263,edible,1
bora1263,eggs,1
bora1263,ei,1
bora1263,ej,1
bora1263,elders,1
bora1263,elvis,1
bora1263,elí,1
bora1263,embargo,1
bora1263,emboscada,1
bora1263,embraced,1
bora1263,embracing,1
bora1263,embrujando,1
bora1263,embrujar,1
bora1263,embudo,1
bora1263,emocionado,1
bora1263,emocionados,1
bora1263,empecé,1
bora1263,empezaban,1
bora1263,empezamos,1
bora1263,empezando,1
bora1263,empiezan,1
bora1263,emplea,1
bora1263,emprendieron,1
bora1263,empty,1
bora1263,empuja,1
bora1263,empujado,1
bora1263,enamorar,1
bora1263,encarcelan,1
bora1263,encarga,1
bora1263,encargará,1
bora1263,encargarás,1
bora1263,encendiendo,1
bora1263,encendió,1
bora1263,enchanted,1
bora1263,encomendamos,1
bora1263,encontrando,1
bora1263,encontrar,1
bora1263,encuentran,1
bora1263,enderezar,1
bora1263,endormece,1
bora1263,endurecía,1
bora1263,enemigos,1
bora1263,enfermaban,1
bora1263,enfermo,1
bora1263,enflaqueciendo,1
bora1263,enfrentar,1
bora1263,enfureció,1
bora1263,engañaba,1
bora1263,engañas,1
bora1263,engañándote,1
bora1263,ennn,1
bora1263,enredar,1
bora1263,enredó,1
bora1263,enriquecimos,1
bora1263,enrojecer,1
bora1263,enrojecidos,1
bora1263,enrollar,1
bora1263,enroscó,1
bora1263,enseñaba,1
bora1263,enseñado,1
bora1263,enseñando,1
bora1263,ensuaveciéndose,1
bora1263,ensuciado,1
bora1263,ensuciando,1
bora1263,entendió,1
bora1263,enters,1
bora1263,entirely,1
bora1263,entonaes,1
bora1263,entra,1
bora1263,entraron,1
bora1263,entregaba,1
bora1263,entregar,1
bora1263,entrego,1
bora1263,entro,1
bora1263,envejeciendo,1
bora1263,envenenaron,1
bora1263,envolviendo,1
bora1263,envueltitos,1
bora1263,equals,1
bora1263,equivocamos,1
bora1263,eras,1
bora1263,erased,1
bora1263,errante,1
bora1263,escapado,1
bora1263,escapando,1
bora1263,escape,1
bora1263,escaper,1
bora1263,escapes,1
bora1263,escapo,1
bora1263,escapó,1
bora1263,escaseando,1
bora1263,escasearte,1
bora1263,esconderá,1
bora1263,escondes,1
bora1263,escondiéndote,1
bora1263,escondía,1
bora1263,escuchaban,1
bora1263,escucharon,1
bora1263,escuchas,1
bora1263,escuché,1
bora1263,escupe,1
bora1263,escupir,1
bora1263,escupió,1
bora1263,esencia,1
bora1263,esesaso,1
bora1263,esfuerzo,1
bora1263,esn,1
bora1263,especial,1
bora1263,especialmente,1
bora1263,esperar,1
bora1263,esperarle,1
bora1263,espere,1
bora1263,espeso,1
bora1263,espesura,1
bora1263,espiaba,1
bora1263,espinazo,1
bora1263,espiíritu,1
bora1263,esposo,1
bora1263,espulgaba,1
bora1263,esputo,1
bora1263,esquivó,1
bora1263,estabe,1
bora1263,estarán,1
bora1263,estaré,1
bora1263,estate,1
bora1263,estecíto,1
bora1263,estemos,1
bora1263,estesaso,1
bora1263,estesito,1
bora1263,estesáso,1
bora1263,estimado,1
bora1263,estimados,1
bora1263,estirado,1
bora1263,estirón,1
bora1263,estorbaba,1
bora1263,estremecían,1
bora1263,estuvieron,1
bora1263,evening,1
bora1263,evenings,1
bora1263,everyhing,1
bora1263,exactamente,1
bora1263,excavando,1
bora1263,excavarás,1
bora1263,excepción,1
bora1263,existía,1
bora1263,experiencia,1
bora1263,exprimidor,1
bora1263,exterminaré,1
bora1263,extremo,1
bora1263,eyelids,1
bora1263,eí,1
bora1263,fabricador,1
bora1263,fabricamos,1
bora1263,fact,1
bora1263,fail,1
bora1263,failed,1
bora1263,fallan,1
bora1263,fallow,1
bora1263,falls,1
bora1263,faltaba,1
bora1263,faltó,1
bora1263,farmed,1
bora1263,farming,1
bora1263,father's,1
bora1263,fathers,1
bora1263,fe,1
bora1263,fea,1
bora1263,feathers,1
bora1263,feel,1
bora1263,feet,1
bora1263,feliz,1
bora1263,felizmente,1
bora1263,felt,1
bora1263,ferns,1
bora1263,festivals,1
bora1263,feto,1
bora1263,fetus,1
bora1263,few,1
bora1263,feísimos,1
bora1263,fiambre,1
bora1263,fiberes,1
bora1263,fight,1
bora1263,filed,1
bora1263,filme,1
bora1263,finada,1
bora1263,finaliza,1
bora1263,finalmente,1
bora1263,find,1
bora1263,finding,1
bora1263,fingiendo,1
bora1263,fingió,1
bora1263,finnishin,1
bora1263,fino,1
bora1263,fireplace,1
bora1263,firstborn's,1
bora1263,fishing,1
bora1263,fishnet,1
bora1263,fixing,1
bora1263,fled,1
bora1263,flemoso,1
bora1263,flirting,1
bora1263,flojo,1
bora1263,follow,1
bora1263,fools,1
bora1263,forest,1
bora1263,formed,1
bora1263,formándose,1
bora1263,fria,1
bora1263,friends,1
bora1263,frightened,1
bora1263,fronds,1
bora1263,frotándose,1
bora1263,frotó,1
bora1263,fría,1
bora1263,frío,1
bora1263,fun,1
bora1263,furia,1
bora1263,furious,1
bora1263,futura,1
bora1263,futuras,1
bora1263,future,1
bora1263,fáárididsá,1
bora1263,fósforo,1
bora1263,gana,1
bora1263,ganar,1
bora1263,ganó,1
bora1263,gardens,1
bora1263,garras,1
bora1263,garzas,1
bora1263,gasolina,1
bora1263,generations,1
bora1263,gives,1
bora1263,glue,1
bora1263,goles,1
bora1263,golpeaban,1
bora1263,golpeando,1
bora1263,golpearé,1
bora1263,golpeándo,1
bora1263,golpéale,1
bora1263,gomoso,1
bora1263,goodbye,1
bora1263,grab,1
bora1263,grabar,1
bora1263,gran,1
bora1263,grandazo,1
bora1263,grandfather's,1
bora1263,grandmaother,1
bora1263,grandmothers,1
bora1263,grarting,1
bora1263,grave,1
bora1263,green,1
bora1263,grief,1
bora1263,grillo,1
bora1263,grips,1
bora1263,gris,1
bora1263,grita,1
bora1263,gritaban,1
bora1263,gritar,1
bora1263,gritas,1
bora1263,grumbling,1
bora1263,grupazo,1
bora1263,grupo,1
bora1263,guano,1
bora1263,guardan,1
bora1263,guardando,1
bora1263,guarding,1
bora1263,guardián,1
bora1263,guardó,1
bora1263,guiar,1
bora1263,gurú,1
bora1263,gusano,1
bora1263,gusanos,1
bora1263,gusto,1
bora1263,guééé,1
bora1263,gáchate,1
bora1263,gúru,1
bora1263,habia,1
bora1263,hablas,1
bora1263,hables,1
bora1263,hacerlo,1
bora1263,hacerte,1
bora1263,hachado,1
bora1263,hacías,1
bora1263,hadn't,1
bora1263,hahahah,1
bora1263,hallaba,1
bora1263,hamaquita,1
bora1263,hambreado,1
bora1263,hambreamos,1
bora1263,hambriento,1
bora1263,happend,1
bora1263,happily,1
bora1263,harvest,1
bora1263,haría,1
bora1263,hauca,1
bora1263,hayan,1
bora1263,hazme,1
bora1263,he's,1
bora1263,heating,1
bora1263,heavily,1
bora1263,heavy,1
bora1263,hechada,1
bora1263,height,1
bora1263,herb,1
bora1263,heridas,1
bora1263,hermanas,1
bora1263,hermoso,1
bora1263,hermosísimas,1
bora1263,herself,1
bora1263,hervir,1
bora1263,hiciste,1
bora1263,hiding,1
bora1263,hierba,1
bora1263,hierbas,1
bora1263,hijitos,1
bora1263,hilda,1
bora1263,hinchada,1
bora1263,hipnotizado,1
bora1263,history,1
bora1263,hmm,1
bora1263,hoer,1
bora1263,hojampa,1
bora1263,hojarasca,1
bora1263,hollowed,1
bora1263,hollows,1
bora1263,hombres,1
bora1263,hook,1
bora1263,hooked,1
bora1263,horizontal,1
bora1263,horizontalmente,1
bora1263,hoó,1
bora1263,huambo,1
bora1263,huambé,1
bora1263,huasca,1
bora1263,hubieras,1
bora1263,huecaso,1
bora1263,huecoso,1
bora1263,huequear,1
bora1263,huir,1
bora1263,huirán,1
bora1263,huitilllo,1
bora1263,huitillo,1
bora1263,huito,1
bora1263,human,1
bora1263,humanos,1
bora1263,hummingbird,1
bora1263,hundido,1
bora1263,hundir,1
bora1263,hundió,1
bora1263,hungrier,1
bora1263,hurting,1
bora1263,hurts,1
bora1263,husband's,1
bora1263,huyeron,1
bora1263,hí,1
bora1263,ibas,1
bora1263,icara,1
bora1263,icaro,1
bora1263,icaró,1
bora1263,idéntico,1
bora1263,ihcyotíí,1
bora1263,immediately,1
bora1263,impacto,1
bora1263,importancia,1
bora1263,impulsó,1
bora1263,inaudible,1
bora1263,inclinadamente,1
bora1263,inclinó,1
bora1263,inclusive,1
bora1263,incubando,1
bora1263,indeseable,1
bora1263,indica,1
bora1263,indignaré,1
bora1263,inmenso,1
bora1263,inmóvil,1
bora1263,insecto,1
bora1263,insultaba,1
bora1263,insulto,1
bora1263,insultos,1
bora1263,intentó,1
bora1263,intermediario,1
bora1263,intermediarios,1
bora1263,intermedio,1
bora1263,intermission,1
bora1263,interés,1
bora1263,inventar,1
bora1263,inventos,1
bora1263,invitado,1
bora1263,invitaron,1
bora1263,inútil,1
bora1263,irapai,1
bora1263,iremos,1
bora1263,irte,1
bora1263,ishangas,1
bora1263,ióóvejɨ,1
bora1263,jaai,1
bora1263,jaaii,1
bora1263,jacta,1
bora1263,jactaba,1
bora1263,jala,1
bora1263,jalando,1
bora1263,jalaría,1
bora1263,jalándole,1
bora1263,jaló,1
bora1263,jar,1
bora1263,jmm,1
bora1263,joje,1
bora1263,joró,1
bora1263,joóóo,1
bora1263,juan,1
bora1263,juhúu,1
bora1263,juhúú,1
bora1263,juice,1
bora1263,jumping,1
bora1263,junto,1
bora1263,juntó,1
bora1263,juruba,1
bora1263,justo,1
bora1263,juventudes,1
bora1263,jáá,1
bora1263,jój,1
bora1263,jójjj,1
bora1263,jójró,1
bora1263,jórojórojóro,1
bora1263,jóóóóo,1
bora1263,júa,1
bora1263,júbilo,1
bora1263,júúa,1
bora1263,jɨjɨjɨjɨjɨjɨ,1
bora1263,jɨ́ɨ́ɨ́,1
bora1263,keeps,1
bora1263,killed,1
bora1263,kind,1
bora1263,kiruma,1
bora1263,kirumas,1
bora1263,kiñimu,1
bora1263,kneaded,1
bora1263,knocking,1
bora1263,knocks,1
bora1263,kyé,1
bora1263,kyéj,1
bora1263,kɨ́ñúɨrɨ́ho,1
bora1263,lamee,1
bora1263,lamieron,1
bora1263,lamió,1
bora1263,lanced,1
bora1263,lancha,1
bora1263,larga,1
bora1263,largos,1
bora1263,largura,1
bora1263,later,1
bora1263,laughs,1
bora1263,lavando,1
bora1263,lavarme,1
bora1263,leaked,1
bora1263,lechecapsi,1
bora1263,legítima,1
bora1263,legítimo,1
bora1263,lejana,1
bora1263,lenguas,1
bora1263,levanta,1
bora1263,levantando,1
bora1263,levantar,1
bora1263,levantaron,1
bora1263,levantarse,1
bora1263,libélulas,1
bora1263,life,1
bora1263,liked,1
bora1263,likes,1
bora1263,likewise,1
bora1263,limpiaba,1
bora1263,limpiado,1
bora1263,limpiar,1
bora1263,limpió,1
bora1263,liquidar,1
bora1263,liquidarse,1
bora1263,listened,1
bora1263,living,1
bora1263,llagaba,1
bora1263,llahmába,1
bora1263,llamaban,1
bora1263,llamados,1
bora1263,llamammos,1
bora1263,llamar,1
bora1263,llamarle,1
bora1263,llamarles,1
bora1263,llamaron,1
bora1263,llamas,1
bora1263,llame,1
bora1263,llamándola,1
bora1263,llegaremos,1
bora1263,llegaré,1
bora1263,llegué,1
bora1263,llena,1
bora1263,llenandonos,1
bora1263,llenar,1
bora1263,llenos,1
bora1263,lleva,1
bora1263,llevado,1
bora1263,llevarla,1
bora1263,llevarlos,1
bora1263,llevas,1
bora1263,lleven,1
bora1263,llevándole,1
bora1263,llomeníco,1
bora1263,lloras,1
bora1263,llorándose,1
bora1263,llover,1
bora1263,llueva,1
bora1263,lluuúñú,1
bora1263,lluñúujaaieyáá,1
bora1263,lluúuñu,1
bora1263,lluúñú,1
bora1263,llíjchu,1
bora1263,llíjchuííhyo,1
bora1263,llíkíllájí,1
bora1263,llúúuña,1
bora1263,llúúña,1
bora1263,logrado,1
bora1263,loma,1
bora1263,lombricito,1
bora1263,lombriz,1
bora1263,loque,1
bora1263,lorito,1
bora1263,lots,1
bora1263,low,1
bora1263,lower,1
bora1263,luchar,1
bora1263,lágrimas,1
bora1263,m,1
bora1263,maaya,1
bora1263,mace,1
bora1263,machacador,1
bora1263,machacar,1
bora1263,macho,1
bora1263,machucaban,1
bora1263,machucando,1
bora1263,maduraban,1
bora1263,madurando,1
bora1263,madurarse,1
bora1263,main,1
bora1263,majases,1
bora1263,majás,1
bora1263,makíjɨ,1
bora1263,mala,1
bora1263,maldecía,1
bora1263,malograr,1
bora1263,malogre,1
bora1263,mamabas,1
bora1263,mamando,1
bora1263,mamándole,1
bora1263,mamó,1
bora1263,manchal,1
bora1263,manchales,1
bora1263,manchándole,1
bora1263,manchó,1
bora1263,mandaba,1
bora1263,mandaban,1
bora1263,mandado,1
bora1263,mandar,1
bora1263,mandara,1
bora1263,manden,1
bora1263,mangy,1
bora1263,mannered,1
bora1263,mantención,1
bora1263,mantenernos,1
bora1263,manyana,1
bora1263,maramara,1
bora1263,marañón,1
bora1263,marchó,1
bora1263,masticando,1
bora1263,masticar,1
bora1263,mata,1
bora1263,mataba,1
bora1263,matan,1
bora1263,matarla,1
bora1263,matarlos,1
bora1263,mataron,1
bora1263,mataste,1
bora1263,mato,1
bora1263,matriz,1
bora1263,may,1
bora1263,maya,1
bora1263,maáya,1
bora1263,maáyá,1
bora1263,maño,1
bora1263,mañoso,1
bora1263,mañucaso,1
bora1263,maúba,1
bora1263,measured,1
bora1263,meat,1
bora1263,mechero,1
bora1263,medida,1
bora1263,medir,1
bora1263,meditaban,1
bora1263,meditar,1
bora1263,medía,1
bora1263,mencionaba,1
bora1263,mencionado,1
bora1263,mente,1
bora1263,mentioned,1
bora1263,mentira,1
bora1263,mentirosa,1
bora1263,mentiste,1
bora1263,mesh,1
bora1263,mestizo,1
bora1263,meterás,1
bora1263,metieron,1
bora1263,metía,1
bora1263,mezclado,1
bora1263,mezclando,1
bora1263,mezclaron,1
bora1263,mezcló,1
bora1263,mezquinaba,1
bora1263,mezquinó,1
bora1263,mibeco,1
bora1263,might,1
bora1263,miguel,1
bora1263,milk,1
bora1263,mingas,1
bora1263,mirado,1
bora1263,miran,1
bora1263,miras,1
bora1263,miraña,1
bora1263,miro,1
bora1263,mitayamos,1
bora1263,mitayeada,1
bora1263,mitayemos,1
bora1263,moan,1
bora1263,moans,1
bora1263,moje,1
bora1263,molesta,1
bora1263,molestan,1
bora1263,molestia,1
bora1263,mongos,1
bora1263,monos,1
bora1263,montón,1
bora1263,morderlo,1
bora1263,mordió,1
bora1263,more,1
bora1263,morimos,1
bora1263,mortal,1
bora1263,mortar,1
bora1263,moso,1
bora1263,most,1
bora1263,mostraba,1
bora1263,mostrándole,1
bora1263,mother's,1
bora1263,moverse,1
bora1263,moviéndose,1
bora1263,movió,1
bora1263,muchísimos,1
bora1263,muera,1
bora1263,muero,1
bora1263,muerta,1
bora1263,muerte,1
bora1263,muestra,1
bora1263,muestras,1
bora1263,muestre,1
bora1263,muestres,1
bora1263,mueva,1
bora1263,muhmɨ́bá,1
bora1263,munición,1
bora1263,murciélago,1
bora1263,murio,1
bora1263,murmurando,1
bora1263,muérdeme,1
bora1263,muéstrale,1
bora1263,mátame,1
bora1263,métalo,1
bora1263,métele,1
bora1263,mía,1
bora1263,mío,1
bora1263,míralo,1
bora1263,múcúvíyiihyéba,1
bora1263,nace,1
bora1263,nacer,1
bora1263,nacido,1
bora1263,nahcómu,1
bora1263,name,1
bora1263,names,1
bora1263,napo,1
bora1263,nauseas,1
bora1263,nearer,1
bora1263,necesario,1
bora1263,need,1
bora1263,negativo,1
bora1263,negra,1
bora1263,nejilla,1
bora1263,nerves,1
bora1263,nido,1
bora1263,nightfall,1
bora1263,ningúna,1
bora1263,niñitos,1
bora1263,nobody,1
bora1263,nombraba,1
bora1263,nombrado,1
bora1263,nombraron,1
bora1263,nombras,1
bora1263,nonoyas,1
bora1263,normal,1
bora1263,nostros,1
bora1263,noticing,1
bora1263,nuera,1
bora1263,nuhne,1
bora1263,nuisance,1
bora1263,nylon,1
bora1263,núpɨ́ɨ́rúhé,1
bora1263,obedecen,1
bora1263,obedecer,1
bora1263,obedecido,1
bora1263,obey,1
bora1263,obeyed,1
bora1263,obeying,1
bora1263,obstacle,1
bora1263,obstaculizador,1
bora1263,obstáculo,1
bora1263,ocainas,1
bora1263,ochaváno,1
bora1263,ochenta,1
bora1263,ocurriendo,1
bora1263,odia,1
bora1263,offended,1
bora1263,ofrenda,1
bora1263,ohh,1
bora1263,ojitos,1
bora1263,older,1
bora1263,oldest,1
bora1263,olieron,1
bora1263,olvidamos,1
bora1263,olvidando,1
bora1263,ombligo,1
bora1263,onwards,1
bora1263,opening,1
bora1263,oportunidad,1
bora1263,oraban,1
bora1263,ordenando,1
bora1263,ordenó,1
bora1263,organiza,1
bora1263,origin,1
bora1263,origina,1
bora1263,orinaba,1
bora1263,oriole,1
bora1263,oráhaa,1
bora1263,oráá,1
bora1263,orígen,1
bora1263,orígenes,1
bora1263,oscar,1
bora1263,oscureció,1
bora1263,oscuro,1
bora1263,ours,1
bora1263,ovario,1
bora1263,owners,1
bora1263,oí,1
bora1263,oído,1
bora1263,oídos,1
bora1263,padece,1
bora1263,padecer,1
bora1263,pagar,1
bora1263,pahrái,1
bora1263,pajaritos,1
bora1263,pajchóco,1
bora1263,palazo,1
bora1263,palisangre,1
bora1263,palmera,1
bora1263,palmtree,1
bora1263,pam,1
bora1263,pancho,1
bora1263,pandisho,1
bora1263,panguana,1
bora1263,panguanas,1
bora1263,pantanosos,1
bora1263,papaso,1
bora1263,paraban,1
bora1263,parada,1
bora1263,parakeets,1
bora1263,parar,1
bora1263,pararlo,1
bora1263,parecidos,1
bora1263,parecía,1
bora1263,parido,1
bora1263,participaron,1
bora1263,partida,1
bora1263,partiendo,1
bora1263,partieron,1
bora1263,parto,1
bora1263,paró,1
bora1263,pasada,1
bora1263,pasan,1
bora1263,pasarse,1
bora1263,paseaba,1
bora1263,pasen,1
bora1263,paso,1
bora1263,pasos,1
bora1263,patch,1
bora1263,patea,1
bora1263,patilla,1
bora1263,patillas,1
bora1263,paz,1
bora1263,pañitos,1
bora1263,paños,1
bora1263,peaceful,1
bora1263,peanuts,1
bora1263,pedido,1
bora1263,pedir,1
bora1263,pegar,1
bora1263,pegues,1
bora1263,peligrosa,1
bora1263,pene,1
bora1263,penetraron,1
bora1263,pensamos,1
bora1263,pensativo,1
bora1263,pensé,1
bora1263,peoples,1
bora1263,pequeña,1
bora1263,pequeñitas,1
bora1263,perezosa,1
bora1263,perfección,1
bora1263,perfectamente,1
bora1263,perfecto,1
bora1263,persigue,1
bora1263,person,1
bora1263,personaje,1
bora1263,pertenencias,1
bora1263,peru,1
bora1263,pesados,1
bora1263,pesar,1
bora1263,pesca,1
bora1263,pescaban,1
bora1263,pescamos,1
bora1263,pescando,1
bora1263,pescaron,1
bora1263,pescó,1
bora1263,pestilent,1
bora1263,petición,1
