glottocode,word,sum_count,same_meaning,glottolog_langname
finn1318,intention,94,FALSE,Finnish
indo1316,angel,94,FALSE,Standard Indonesian
indo1316,fungus,94,TRUE,Standard Indonesian
indo1316,liter,94,TRUE,Standard Indonesian
indo1316,media,94,TRUE,Standard Indonesian
lith1251,bent,94,FALSE,Lithuanian
mand1415,psycho,94,FALSE,Mandarin Chinese
midd1317,king,94,TRUE,Middle English
muna1247,wine,94,FALSE,Muna
nucl1347,man,94,FALSE,Wolof
oldn1244,gras,94,FALSE,Old Norse
oldn1244,sonar,94,FALSE,Old Norse
poli1260,drab,94,FALSE,Polish
poli1260,outlet,94,TRUE,Polish
poli1260,sparing,94,FALSE,Polish
port1283,compile,94,TRUE,Portuguese
port1283,regional,94,TRUE,Portuguese
port1283,sabre,94,TRUE,Portuguese
roma1327,decent,94,TRUE,Romanian
roma1327,mama,94,FALSE,Romanian
roma1327,penny,94,TRUE,Romanian
roma1327,spectator,94,TRUE,Romanian
scot1245,gon,94,FALSE,Scottish Gaelic
sout1528,fragment,94,TRUE,Serbian-Croatian-Bosnian
sout1528,veto,94,TRUE,Serbian-Croatian-Bosnian
stan1288,cameo,94,TRUE,Spanish
stan1288,infiltrate,94,TRUE,Spanish
stan1290,hectares,94,FALSE,French
stan1295,flamboyant,94,TRUE,German
swed1254,budget,94,TRUE,Swedish
swed1254,import,94,TRUE,Swedish
swed1254,session,94,TRUE,Swedish
swed1254,shower,94,FALSE,Swedish
swed1254,tiger,94,TRUE,Swedish
taga1270,ale,94,FALSE,Tagalog
viet1252,electron,94,TRUE,Vietnamese
afri1274,bra,93,TRUE,Afrikaans
afri1274,stink,93,TRUE,Afrikaans
bamb1269,don,93,FALSE,Bambara
chuu1238,song,93,FALSE,Chuukese
czec1258,web,93,TRUE,Czech
dani1285,student,93,TRUE,Danish
dutc1256,conform,93,TRUE,Dutch
dutc1256,escort,93,TRUE,Dutch
dutc1256,manuscript,93,TRUE,Dutch
dutc1256,shuttle,93,TRUE,Dutch
hawa1245,poke,93,FALSE,Hawaiian
hung1274,rabbit,93,FALSE,Hungarian
indo1316,alarm,93,TRUE,Standard Indonesian
indo1316,editor,93,TRUE,Standard Indonesian
indo1316,studio,93,TRUE,Standard Indonesian
ital1282,blonde,93,TRUE,Italian
ital1282,internet,93,TRUE,Italian
lati1261,definitive,93,FALSE,Latin
lati1261,podium,93,FALSE,Latin
nort2671,mat,93,FALSE,North Saami
olde1238,bar,93,FALSE,Old English (ca. 450-1100)
olde1238,finger,93,TRUE,Old English (ca. 450-1100)
olde1238,sole,93,TRUE,Old English (ca. 450-1100)
poli1260,demon,93,TRUE,Polish
poli1260,oral,93,TRUE,Polish
port1283,antique,93,FALSE,Portuguese
port1283,conserve,93,TRUE,Portuguese
port1283,halo,93,TRUE,Portuguese
port1283,trans,93,FALSE,Portuguese
roma1327,automatic,93,TRUE,Romanian
roma1327,combat,93,TRUE,Romanian
roma1327,cultural,93,TRUE,Romanian
roma1327,sake,93,TRUE,Romanian
sout1528,patron,93,TRUE,Serbian-Croatian-Bosnian
stan1288,drafts,93,FALSE,Spanish
stan1288,recreate,93,TRUE,Spanish
stan1290,bicycles,93,FALSE,French
stan1290,bingo,93,TRUE,French
stan1290,farts,93,FALSE,French
stan1290,normalisation,93,TRUE,French
stan1290,versions,93,FALSE,French
swed1254,slam,93,TRUE,Swedish
viet1252,modem,93,TRUE,Vietnamese
czec1258,zoo,92,TRUE,Czech
dani1285,bolt,92,TRUE,Danish
dani1285,smile,92,TRUE,Danish
dutc1256,bondage,92,TRUE,Dutch
dutc1256,bumper,92,TRUE,Dutch
dutc1256,knots,92,FALSE,Dutch
dutc1256,sediment,92,TRUE,Dutch
icel1247,egg,92,TRUE,Icelandic
indo1316,diploma,92,TRUE,Standard Indonesian
indo1316,minor,92,TRUE,Standard Indonesian
iris1253,bastard,92,TRUE,Irish
ital1282,austere,92,FALSE,Italian
ital1282,palette,92,FALSE,Italian
ital1282,simulate,92,FALSE,Italian
kawi1241,wit,92,FALSE,Kawi
lati1261,applicant,92,FALSE,Latin
lati1261,derives,92,FALSE,Latin
lati1261,genesis,92,FALSE,Latin
lati1261,lobe,92,TRUE,Latin
nava1243,chin,92,FALSE,Navajo
oldf1239,case,92,TRUE,Old French (842-ca. 1400)
oldf1239,poor,92,FALSE,Old French (842-ca. 1400)
oldn1244,sex,92,FALSE,Old Norse
poli1260,loft,92,TRUE,Polish
port1283,mobile,92,FALSE,Portuguese
port1283,seminal,92,TRUE,Portuguese
roma1327,altar,92,TRUE,Romanian
roma1327,brand,92,TRUE,Romanian
scot1243,brash,92,FALSE,Scots
scot1243,deem,92,FALSE,Scots
scot1243,stalwart,92,FALSE,Scots
scot1245,chill,92,FALSE,Scottish Gaelic
sout1528,papa,92,FALSE,Serbian-Croatian-Bosnian
stan1288,cannabis,92,TRUE,Spanish
stan1288,ices,92,FALSE,Spanish
stan1288,sexes,92,FALSE,Spanish
stan1290,comeback,92,TRUE,French
stan1290,hacking,92,TRUE,French
stan1290,traders,92,FALSE,French
swah1253,bin,92,FALSE,Swahili
swat1243,make,92,FALSE,Swati
swed1254,absolute,92,FALSE,Swedish
swed1254,invalid,92,FALSE,Swedish
wels1247,synthesis,92,TRUE,Welsh
yuca1254,pool,92,FALSE,Yucatec Maya
aleu1260,parka,91,TRUE,Aleut
cebu1242,basin,91,FALSE,Cebuano
dani1285,partner,91,TRUE,Danish
dani1285,pig,91,FALSE,Danish
dani1285,sad,91,FALSE,Danish
dutc1256,bitten,91,FALSE,Dutch
dutc1256,depot,91,TRUE,Dutch
dutc1256,diameter,91,TRUE,Dutch
dutc1256,eloquent,91,TRUE,Dutch
dutc1256,fries,91,FALSE,Dutch
dutc1256,quota,91,FALSE,Dutch
dutc1256,super,91,TRUE,Dutch
finn1318,maiden,91,TRUE,Finnish
finn1318,spin,91,TRUE,Finnish
hung1274,lessen,91,FALSE,Hungarian
indo1316,agenda,91,TRUE,Standard Indonesian
ital1282,dune,91,TRUE,Italian
ital1282,granite,91,FALSE,Italian
ital1282,jeans,91,TRUE,Italian
ital1282,odor,91,FALSE,Italian
ital1282,outfit,91,TRUE,Italian
ital1282,preventive,91,TRUE,Italian
ital1282,saline,91,TRUE,Italian
lati1261,benefactor,91,TRUE,Latin
lati1261,patio,91,FALSE,Latin
mand1415,briefing,91,TRUE,Mandarin Chinese
nucl1301,nun,91,FALSE,Turkish
olde1238,row,91,FALSE,Old English (ca. 450-1100)
oldf1239,home,91,FALSE,Old French (842-ca. 1400)
poli1260,fitness,91,TRUE,Polish
poli1260,flora,91,TRUE,Polish
poli1260,idiom,91,TRUE,Polish
port1283,czar,91,TRUE,Portuguese
port1283,facial,91,TRUE,Portuguese
roma1327,color,91,TRUE,Romanian
roma1327,complement,91,TRUE,Romanian
roma1327,deck,91,TRUE,Romanian
roma1327,interpret,91,FALSE,Romanian
roma1327,patent,91,TRUE,Romanian
roma1327,zone,91,TRUE,Romanian
scot1243,waist,91,TRUE,Scots
scot1245,arc,91,FALSE,Scottish Gaelic
slov1268,car,91,FALSE,Slovenian
slov1269,rob,91,FALSE,Slovak
stan1288,clusters,91,FALSE,Spanish
stan1288,leaders,91,FALSE,Spanish
stan1288,matrices,91,FALSE,Spanish
stan1288,polenta,91,TRUE,Spanish
stan1290,codes,91,FALSE,French
stan1290,dragons,91,FALSE,French
stan1290,moles,91,FALSE,French
stan1290,tutorial,91,FALSE,French
stan1290,volts,91,FALSE,French
swed1254,export,91,TRUE,Swedish
swed1254,parade,91,FALSE,Swedish
swed1254,patron,91,FALSE,Swedish
swed1254,sorts,91,FALSE,Swedish
swed1254,stolen,91,FALSE,Swedish
wels1247,penis,91,TRUE,Welsh
akan1250,papa,90,FALSE,Akan
dani1285,frost,90,TRUE,Danish
dani1285,listen,90,FALSE,Danish
dani1285,tion,90,FALSE,Danish
dutc1256,amateur,90,TRUE,Dutch
dutc1256,donor,90,TRUE,Dutch
dutc1256,drugs,90,FALSE,Dutch
esto1258,tool,90,FALSE,Estonian
finn1318,moan,90,FALSE,Finnish
finn1318,review,90,FALSE,Finnish
indo1316,horizon,90,TRUE,Standard Indonesian
ital1282,broccoli,90,TRUE,Italian
ital1282,harem,90,TRUE,Italian
ital1282,mediate,90,TRUE,Italian
lati1261,spatula,90,FALSE,Latin
manx1243,mean,90,FALSE,Manx
nucl1301,reform,90,TRUE,Turkish
oldf1239,est,90,FALSE,Old French (842-ca. 1400)
poli1260,stadium,90,FALSE,Polish
port1283,clerical,90,TRUE,Portuguese
port1283,corpus,90,TRUE,Portuguese
port1283,pancake,90,FALSE,Portuguese
port1283,pointer,90,TRUE,Portuguese
port1283,poise,90,TRUE,Portuguese
roma1327,abrupt,90,TRUE,Romanian
roma1327,fee,90,FALSE,Romanian
roma1327,gin,90,TRUE,Romanian
roma1327,secure,90,FALSE,Romanian
scot1243,actual,90,TRUE,Scots
scot1243,minds,90,FALSE,Scots
scot1243,moose,90,FALSE,Scots
sout1528,ideal,90,TRUE,Serbian-Croatian-Bosnian
sout1528,mole,90,FALSE,Serbian-Croatian-Bosnian
stan1288,hormonal,90,TRUE,Spanish
stan1288,lifestyle,90,TRUE,Spanish
stan1288,manufactures,90,FALSE,Spanish
stan1288,pathos,90,TRUE,Spanish
stan1288,radios,90,FALSE,Spanish
stan1288,stripper,90,TRUE,Spanish
stan1289,singular,90,TRUE,Catalan
stan1290,freestyle,90,TRUE,French
stan1290,glaciers,90,FALSE,French
stan1290,okay,90,FALSE,French
stan1290,pats,90,FALSE,French
stan1290,studios,90,FALSE,French
stan1290,update,90,FALSE,French
swed1254,attest,90,FALSE,Swedish
swed1254,blink,90,TRUE,Swedish
swed1254,drama,90,TRUE,Swedish
swed1254,gives,90,FALSE,Swedish
swed1254,president,90,TRUE,Swedish
afri1274,diploma,89,TRUE,Afrikaans
czec1258,hazard,89,FALSE,Czech
czec1258,puzzle,89,TRUE,Czech
dani1285,rude,89,FALSE,Danish
dutc1256,attest,89,FALSE,Dutch
dutc1256,edict,89,TRUE,Dutch
dutc1256,radar,89,TRUE,Dutch
esto1258,hang,89,FALSE,Estonian
hung1274,fuss,89,FALSE,Hungarian
ital1282,gene,89,FALSE,Italian
ital1282,tango,89,TRUE,Italian
lati1261,arse,89,FALSE,Latin
lati1261,diarrhoea,89,TRUE,Latin
lati1261,provocative,89,FALSE,Latin
lati1261,resides,89,FALSE,Latin
lati1261,ultimate,89,FALSE,Latin
manx1243,cast,89,FALSE,Manx
midd1317,lord,89,TRUE,Middle English
nucl1301,ideal,89,TRUE,Turkish
nucl1643,yoga,89,FALSE,Japanese
olde1238,brim,89,FALSE,Old English (ca. 450-1100)
olde1238,saga,89,FALSE,Old English (ca. 450-1100)
oldf1239,net,89,FALSE,Old French (842-ca. 1400)
poli1260,adjacent,89,FALSE,Polish
poli1260,algebra,89,TRUE,Polish
poli1260,implant,89,TRUE,Polish
port1283,antidote,89,FALSE,Portuguese
port1283,chips,89,TRUE,Portuguese
port1283,proxy,89,TRUE,Portuguese
port1283,thorax,89,FALSE,Portuguese
roma1327,curve,89,FALSE,Romanian
roma1327,declare,89,TRUE,Romanian
roma1327,insistent,89,TRUE,Romanian
roma1327,invalid,89,TRUE,Romanian
roma1327,penal,89,TRUE,Romanian
roma1327,spiral,89,TRUE,Romanian
roma1327,surplus,89,TRUE,Romanian
slov1269,von,89,FALSE,Slovak
soma1255,rag,89,FALSE,Somali
sout1528,revolver,89,TRUE,Serbian-Croatian-Bosnian
stan1288,karate,89,TRUE,Spanish
stan1288,mailing,89,TRUE,Spanish
stan1288,trendy,89,TRUE,Spanish
stan1290,gangsters,89,FALSE,French
stan1295,moribund,89,TRUE,German
stan1295,negatives,89,FALSE,German
swed1254,dart,89,TRUE,Swedish
swed1254,generation,89,TRUE,Swedish
swed1254,hull,89,FALSE,Swedish
swed1254,organisation,89,TRUE,Swedish
swed1254,stag,89,FALSE,Swedish
swed1254,television,89,TRUE,Swedish
wels1247,camera,89,TRUE,Welsh
afri1274,ape,88,TRUE,Afrikaans
bamb1269,den,88,FALSE,Bambara
czec1258,propaganda,88,TRUE,Czech
czec1258,zebra,88,TRUE,Czech
dani1285,rap,88,FALSE,Danish
dutc1256,buffer,88,TRUE,Dutch
dutc1256,devote,88,FALSE,Dutch
dutc1256,passer,88,FALSE,Dutch
dutc1256,percentage,88,TRUE,Dutch
finn1318,session,88,TRUE,Finnish
finn1318,television,88,TRUE,Finnish
haus1257,fat,88,FALSE,Hausa
icel1247,fella,88,FALSE,Icelandic
indo1316,retail,88,TRUE,Standard Indonesian
indo1316,spill,88,FALSE,Standard Indonesian
indo1316,video,88,TRUE,Standard Indonesian
ital1282,bono,88,FALSE,Italian
ital1282,creative,88,FALSE,Italian
ital1282,crescendo,88,TRUE,Italian
ital1282,derby,88,TRUE,Italian
lati1261,adolescent,88,FALSE,Latin
lati1261,aroma,88,FALSE,Latin
mand1415,troll,88,TRUE,Mandarin Chinese
manx1243,low,88,FALSE,Manx
nort2671,min,88,FALSE,North Saami
oksa1245,tom,88,FALSE,Oksapmin
poli1260,motto,88,TRUE,Polish
port1283,sector,88,TRUE,Portuguese
port1283,suicide,88,FALSE,Portuguese
port1283,surf,88,FALSE,Portuguese
roma1327,gang,88,FALSE,Romanian
roma1327,ignorant,88,TRUE,Romanian
roma1327,reverse,88,FALSE,Romanian
roma1327,urban,88,FALSE,Romanian
sout1528,bile,88,FALSE,Serbian-Croatian-Bosnian
stan1288,chocolates,88,FALSE,Spanish
stan1288,kilometre,88,FALSE,Spanish
stan1288,minimal,88,FALSE,Spanish
stan1290,apartheid,88,TRUE,French
stan1290,database,88,TRUE,French
stan1290,observes,88,FALSE,French
stan1290,offenses,88,FALSE,French
stan1290,prescriptions,88,FALSE,French
swed1254,ass,88,FALSE,Swedish
swed1254,cement,88,TRUE,Swedish
swed1254,solar,88,TRUE,Swedish
swed1254,tram,88,FALSE,Swedish
swed1254,translation,88,TRUE,Swedish
swed1254,version,88,TRUE,Swedish
taga1270,piling,88,FALSE,Tagalog
tokp1240,sit,88,FALSE,Tok Pisin
cebu1242,mama,87,FALSE,Cebuano
cebu1242,papa,87,FALSE,Cebuano
czec1258,elf,87,TRUE,Czech
czec1258,idiot,87,TRUE,Czech
dutc1256,accurate,87,FALSE,Dutch
dutc1256,champagne,87,TRUE,Dutch
dutc1256,dab,87,TRUE,Dutch
dutc1256,drab,87,FALSE,Dutch
dutc1256,editor,87,TRUE,Dutch
dutc1256,patriarch,87,TRUE,Dutch
dutc1256,script,87,TRUE,Dutch
dutc1256,stretcher,87,TRUE,Dutch
dutc1256,suite,87,TRUE,Dutch
dutc1256,torpedo,87,TRUE,Dutch
dutc1256,tractor,87,TRUE,Dutch
esto1258,lamp,87,TRUE,Estonian
esto1258,manner,87,FALSE,Estonian
hung1274,deli,87,FALSE,Hungarian
hung1274,pang,87,FALSE,Hungarian
hung1274,tied,87,FALSE,Hungarian
indo1316,penis,87,TRUE,Standard Indonesian
indo1316,virus,87,TRUE,Standard Indonesian
ital1282,complicate,87,FALSE,Italian
ital1282,conglomerate,87,TRUE,Italian
latv1249,stop,87,TRUE,Latvian
pali1273,male,87,FALSE,Pali
poli1260,grill,87,TRUE,Polish
poli1260,status,87,TRUE,Polish
poli1260,super,87,FALSE,Polish
poli1260,western,87,TRUE,Polish
port1283,aspire,87,TRUE,Portuguese
port1283,capita,87,FALSE,Portuguese
port1283,hardware,87,TRUE,Portuguese
port1283,ignore,87,TRUE,Portuguese
port1283,males,87,FALSE,Portuguese
port1283,requisite,87,FALSE,Portuguese
roma1327,continent,87,TRUE,Romanian
roma1327,export,87,TRUE,Romanian
roma1327,lame,87,FALSE,Romanian
roma1327,mineral,87,TRUE,Romanian
roma1327,precedent,87,TRUE,Romanian
roma1327,protector,87,TRUE,Romanian
scot1243,brick,87,FALSE,Scots
scot1243,tube,87,FALSE,Scots
sout1528,arena,87,TRUE,Serbian-Croatian-Bosnian
sout1528,artist,87,TRUE,Serbian-Croatian-Bosnian
sout1528,atom,87,TRUE,Serbian-Croatian-Bosnian
sout1528,site,87,TRUE,Serbian-Croatian-Bosnian
stan1288,mousse,87,TRUE,Spanish
stan1288,psi,87,TRUE,Spanish
stan1288,validate,87,TRUE,Spanish
stan1290,cadets,87,FALSE,French
stan1290,justifies,87,FALSE,French
stan1306,museum,87,TRUE,Standard Malay
swed1254,item,87,TRUE,Swedish
swed1254,malt,87,TRUE,Swedish
swed1254,rival,87,TRUE,Swedish
swed1254,stab,87,FALSE,Swedish
wels1247,pyramid,87,TRUE,Welsh
czec1258,baseball,86,TRUE,Czech
czec1258,vile,86,FALSE,Czech
dani1285,marked,86,FALSE,Danish
dani1285,patient,86,TRUE,Danish
dani1285,slave,86,TRUE,Danish
dani1285,tang,86,FALSE,Danish
dutc1256,appendix,86,TRUE,Dutch
dutc1256,chi,86,TRUE,Dutch
dutc1256,discreet,86,TRUE,Dutch
dutc1256,duet,86,TRUE,Dutch
dutc1256,medley,86,TRUE,Dutch
dutc1256,pony,86,TRUE,Dutch
dutc1256,snot,86,TRUE,Dutch
esto1258,seal,86,FALSE,Estonian
esto1258,tore,86,FALSE,Estonian
finn1318,jury,86,FALSE,Finnish
hung1274,turf,86,TRUE,Hungarian
indo1316,invalid,86,TRUE,Standard Indonesian
iris1253,tile,86,FALSE,Irish
ital1282,fauna,86,TRUE,Italian
ital1282,hangar,86,TRUE,Italian
ital1282,mango,86,TRUE,Italian
ital1282,sane,86,FALSE,Italian
lati1261,anathema,86,FALSE,Latin
lati1261,explode,86,FALSE,Latin
lati1261,hypothesis,86,TRUE,Latin
lati1261,quadrant,86,FALSE,Latin
lati1261,visor,86,FALSE,Latin
midd1317,doc,86,FALSE,Middle English
nucl1301,abide,86,FALSE,Turkish
poli1260,clown,86,TRUE,Polish
poli1260,leopard,86,TRUE,Polish
port1283,designer,86,TRUE,Portuguese
port1283,matrix,86,FALSE,Portuguese
port1283,menu,86,TRUE,Portuguese
roma1327,anterior,86,FALSE,Romanian
roma1327,colonel,86,TRUE,Romanian
roma1327,mutual,86,TRUE,Romanian
sout1528,idol,86,TRUE,Serbian-Croatian-Bosnian
sout1528,jar,86,FALSE,Serbian-Croatian-Bosnian
stan1288,bugs,86,FALSE,Spanish
stan1288,catering,86,TRUE,Spanish
stan1288,clutches,86,FALSE,Spanish
stan1290,cutters,86,FALSE,French
stan1290,intelligentsia,86,TRUE,French
stan1290,polenta,86,TRUE,French
stan1290,raids,86,FALSE,French
stan1295,immobile,86,FALSE,German
swed1254,assist,86,FALSE,Swedish
swed1254,bio,86,FALSE,Swedish
swed1254,mission,86,TRUE,Swedish
swed1254,rapport,86,TRUE,Swedish
swed1254,smoking,86,FALSE,Swedish
taga1270,bold,86,FALSE,Tagalog
tzot1259,pus,86,FALSE,Tzotzil
wels1247,cared,86,FALSE,Welsh
dani1285,pause,85,TRUE,Danish
dani1285,stole,85,TRUE,Danish
dutc1256,butler,85,TRUE,Dutch
dutc1256,diagram,85,TRUE,Dutch
dutc1256,equator,85,TRUE,Dutch
hung1274,script,85,TRUE,Hungarian
icel1247,list,85,FALSE,Icelandic
icel1247,sofa,85,FALSE,Icelandic
indo1316,din,85,FALSE,Standard Indonesian
indo1316,flu,85,TRUE,Standard Indonesian
indo1316,margin,85,TRUE,Standard Indonesian
indo1316,radar,85,TRUE,Standard Indonesian
iris1253,anchor,85,FALSE,Irish
iris1253,frog,85,TRUE,Irish
ital1282,arse,85,FALSE,Italian
ital1282,clandestine,85,TRUE,Italian
ital1282,perpetuate,85,FALSE,Italian
lati1261,auto,85,FALSE,Latin
lati1261,collide,85,FALSE,Latin
lati1261,renovate,85,FALSE,Latin
lati1261,reptile,85,TRUE,Latin
lati1261,solvent,85,FALSE,Latin
latv1249,post,85,FALSE,Latvian
manx1243,beg,85,FALSE,Manx
nucl1301,transit,85,TRUE,Turkish
oldf1239,bone,85,FALSE,Old French (842-ca. 1400)
oldf1239,top,85,TRUE,Old French (842-ca. 1400)
poli1260,legion,85,TRUE,Polish
poli1260,pens,85,FALSE,Polish
port1283,adore,85,TRUE,Portuguese
port1283,curling,85,TRUE,Portuguese
port1283,ego,85,TRUE,Portuguese
port1283,phase,85,FALSE,Portuguese
roma1327,background,85,TRUE,Romanian
roma1327,caustic,85,TRUE,Romanian
roma1327,context,85,TRUE,Romanian
roma1327,inch,85,TRUE,Romanian
roma1327,novice,85,TRUE,Romanian
scot1243,affront,85,TRUE,Scots
slov1268,ski,85,FALSE,Slovenian
sout1528,stud,85,FALSE,Serbian-Croatian-Bosnian
stan1288,denim,85,TRUE,Spanish
stan1288,examines,85,FALSE,Spanish
stan1288,solved,85,FALSE,Spanish
stan1288,tests,85,FALSE,Spanish
stan1290,argues,85,FALSE,French
stan1290,bangs,85,FALSE,French
stan1290,cranial,85,TRUE,French
stan1290,imaginations,85,FALSE,French
stan1290,relocation,85,TRUE,French
stan1290,tendons,85,FALSE,French
swah1253,soda,85,TRUE,Swahili
swed1254,font,85,TRUE,Swedish
swed1254,glimmer,85,FALSE,Swedish
swed1254,index,85,TRUE,Swedish
swed1254,kiss,85,FALSE,Swedish
swed1254,studies,85,FALSE,Swedish
swed1254,tags,85,FALSE,Swedish
czec1258,lava,84,FALSE,Czech
czec1258,revolver,84,TRUE,Czech
dani1285,baby,84,TRUE,Danish
dani1285,fancy,84,TRUE,Danish
dani1285,fork,84,TRUE,Danish
dani1285,passer,84,FALSE,Danish
dutc1256,blink,84,TRUE,Dutch
dutc1256,caravan,84,TRUE,Dutch
dutc1256,coup,84,TRUE,Dutch
dutc1256,deem,84,FALSE,Dutch
dutc1256,poster,84,TRUE,Dutch
icel1247,parts,84,FALSE,Icelandic
indo1316,abdomen,84,TRUE,Standard Indonesian
iris1253,gaol,84,FALSE,Irish
ital1282,chef,84,TRUE,Italian
ital1282,dispenser,84,TRUE,Italian
lati1261,conserve,84,FALSE,Latin
lati1261,merge,84,FALSE,Latin
lati1261,regalia,84,TRUE,Latin
manx1243,feed,84,FALSE,Manx
midd1317,god,84,TRUE,Middle English
nucl1301,poker,84,TRUE,Turkish
nucl1301,tempo,84,TRUE,Turkish
oldf1239,pro,84,FALSE,Old French (842-ca. 1400)
oldn1244,leg,84,FALSE,Old Norse
poli1260,premier,84,TRUE,Polish
poli1260,turban,84,TRUE,Polish
port1283,asses,84,FALSE,Portuguese
port1283,chorus,84,TRUE,Portuguese
port1283,duo,84,TRUE,Portuguese
port1283,marital,84,TRUE,Portuguese
port1283,radar,84,TRUE,Portuguese
roma1327,cub,84,FALSE,Romanian
roma1327,experiment,84,TRUE,Romanian
roma1327,gem,84,FALSE,Romanian
roma1327,sap,84,FALSE,Romanian
scot1243,caddie,84,TRUE,Scots
scot1245,film,84,TRUE,Scottish Gaelic
sout1528,cent,84,TRUE,Serbian-Croatian-Bosnian
stan1288,casts,84,FALSE,Spanish
stan1288,inescapable,84,TRUE,Spanish
stan1288,resale,84,FALSE,Spanish
stan1290,adobe,84,TRUE,French
stan1290,aural,84,TRUE,French
stan1290,descriptions,84,FALSE,French
stan1290,empires,84,FALSE,French
stan1290,multinational,84,TRUE,French
stan1290,rationalize,84,FALSE,French
stan1306,laden,84,FALSE,Standard Malay
swed1254,fatal,84,TRUE,Swedish
swed1254,humor,84,TRUE,Swedish
swed1254,panel,84,TRUE,Swedish
czec1258,festival,83,TRUE,Czech
czec1258,slam,83,FALSE,Czech
czec1258,temperament,83,TRUE,Czech
dani1285,fort,83,TRUE,Danish
dani1285,institution,83,TRUE,Danish
dutc1256,chant,83,FALSE,Dutch
dutc1256,clubs,83,FALSE,Dutch
dutc1256,focus,83,TRUE,Dutch
esto1258,transport,83,TRUE,Estonian
finn1318,spray,83,TRUE,Finnish
hung1274,junk,83,FALSE,Hungarian
hung1274,robot,83,TRUE,Hungarian
iban1264,ajar,83,FALSE,Iban
indo1316,linen,83,TRUE,Standard Indonesian
ital1282,legislature,83,TRUE,Italian
ital1282,tornado,83,TRUE,Italian
ital1282,vegetative,83,TRUE,Italian
lati1261,explorer,83,FALSE,Latin
lati1261,logos,83,FALSE,Latin
loui1240,gain,83,FALSE,Louisiana Creole French
manx1243,mill,83,FALSE,Manx
olde1238,port,83,TRUE,Old English (ca. 450-1100)
olde1238,torn,83,FALSE,Old English (ca. 450-1100)
oldf1239,male,83,FALSE,Old French (842-ca. 1400)
oldn1244,dust,83,TRUE,Old Norse
poli1260,administrator,83,TRUE,Polish
poli1260,aluminium,83,TRUE,Polish
poli1260,parking,83,TRUE,Polish
poli1260,rugby,83,TRUE,Polish
port1283,global,83,TRUE,Portuguese
port1283,limbo,83,TRUE,Portuguese
port1283,rating,83,TRUE,Portuguese
roma1327,nun,83,FALSE,Romanian
roma1327,piano,83,TRUE,Romanian
roma1327,sticks,83,FALSE,Romanian
roma1327,temporal,83,TRUE,Romanian
roma1327,vacuum,83,TRUE,Romanian
roma1327,zoo,83,TRUE,Romanian
scot1243,accent,83,TRUE,Scots
scot1245,iris,83,FALSE,Scottish Gaelic
sout1528,meteor,83,TRUE,Serbian-Croatian-Bosnian
stan1288,leggings,83,TRUE,Spanish
stan1288,macro,83,TRUE,Spanish
stan1290,capita,83,FALSE,French
stan1290,romances,83,FALSE,French
stan1295,disruptive,83,FALSE,German
sume1241,bar,83,FALSE,Sumerian
swed1254,angel,83,FALSE,Swedish
swed1254,binder,83,FALSE,Swedish
swed1254,football,83,TRUE,Swedish
swed1254,goat,83,FALSE,Swedish
swed1254,hed,83,FALSE,Swedish
swed1254,monument,83,TRUE,Swedish
swed1254,navigation,83,TRUE,Swedish
toke1240,pea,83,FALSE,Tokelau
afri1274,waters,82,FALSE,Afrikaans
cebu1242,drama,82,TRUE,Cebuano
czec1258,bastard,82,TRUE,Czech
czec1258,resort,82,FALSE,Czech
czec1258,tenor,82,TRUE,Czech
dani1285,hug,82,FALSE,Danish
dani1285,lift,82,FALSE,Danish
dani1285,original,82,TRUE,Danish
dani1285,plaster,82,TRUE,Danish
dutc1256,dump,82,FALSE,Dutch
dutc1256,matrix,82,TRUE,Dutch
dutc1256,taxi,82,TRUE,Dutch
finn1318,purse,82,FALSE,Finnish
hung1274,mama,82,TRUE,Hungarian
indo1316,lava,82,TRUE,Standard Indonesian
indo1316,radial,82,TRUE,Standard Indonesian
ital1282,eliminate,82,FALSE,Italian
ital1282,troll,82,TRUE,Italian
lati1261,arches,82,FALSE,Latin
lati1261,caveat,82,FALSE,Latin
lati1261,compete,82,FALSE,Latin
lati1261,concurrent,82,FALSE,Latin
lati1261,describes,82,FALSE,Latin
lati1261,discriminate,82,FALSE,Latin
lati1261,metro,82,TRUE,Latin
midd1317,odd,82,FALSE,Middle English
oldf1239,nature,82,TRUE,Old French (842-ca. 1400)
oldn1244,fit,82,FALSE,Old Norse
poli1260,emu,82,TRUE,Polish
port1283,abdominal,82,TRUE,Portuguese
port1283,nostalgia,82,TRUE,Portuguese
port1283,retina,82,TRUE,Portuguese
port1283,rides,82,FALSE,Portuguese
roma1327,arid,82,TRUE,Romanian
roma1327,calendar,82,TRUE,Romanian
roma1327,festival,82,TRUE,Romanian
roma1327,pregnant,82,FALSE,Romanian
roma1327,violet,82,TRUE,Romanian
scot1243,wield,82,FALSE,Scots
soma1255,deg,82,FALSE,Somali
sout1528,bake,82,TRUE,Serbian-Croatian-Bosnian
stan1288,condone,82,FALSE,Spanish
stan1288,fashions,82,FALSE,Spanish
stan1290,artefact,82,TRUE,French
stan1290,consultations,82,FALSE,French
stan1290,sculptures,82,FALSE,French
stan1295,disparate,82,FALSE,German
swed1254,soda,82,TRUE,Swedish
taga1270,gala,82,FALSE,Tagalog
tahi1242,mate,82,FALSE,Tahitian
tokp1240,rum,82,FALSE,Tok Pisin
